publishTime,startTime,settlementDate,settlementPeriod,boundary,indicatedGeneration,indicatedDemand,indicatedMargin,indicatedImbalance
2025-11-18 22:17:00+00:00,2025-11-18T22:30:00Z,2025-11-18,46,N,30039,-16465,34962.0,735.0
