startTime_Local,PredictedImbalance,LowerBound,UpperBound
2025-11-19 00:00:00+01:00,0.0,-1440.5735286369397,1440.5735286369397
2025-11-19 00:30:00+01:00,0.0,-1440.5735286369397,1440.5735286369397
2025-11-19 01:00:00+01:00,0.0,-1440.5735286369397,1440.5735286369397
2025-11-19 01:30:00+01:00,0.0,-1440.5735286369397,1440.5735286369397
